iter	Logloss
513	0.2847017978
514	0.2846584965
515	0.2845296003
516	0.2844784491
517	0.2843938865
518	0.2842881307
519	0.2842387285
520	0.2841302302
521	0.2840544711
522	0.2839299984
523	0.28386947
524	0.2837576391
525	0.2837002368
526	0.2836325588
527	0.2835758768
528	0.2834762512
529	0.2833994189
530	0.2832934402
531	0.2832194524
532	0.2831554589
533	0.2830792682
534	0.2830134822
535	0.2829062191
536	0.2828102053
537	0.2827125411
538	0.282590479
539	0.2824583347
540	0.282374531
541	0.2822853173
542	0.2821954455
543	0.282095427
544	0.2820572613
545	0.2819917017
546	0.2819283041
547	0.281833678
548	0.2817145297
549	0.2816094871
550	0.2815573705
551	0.2815121525
552	0.2813988506
553	0.28133125
554	0.2812179563
555	0.2810941792
556	0.2810236754
557	0.2809504841
558	0.2808809961
559	0.2808050482
560	0.2807353126
561	0.2806589237
562	0.2806357528
563	0.2805688982
564	0.280522899
565	0.2804560655
566	0.2803642606
567	0.2802557036
568	0.2801871798
569	0.2801006359
570	0.2800092674
571	0.279936116
572	0.2798282898
573	0.2797493237
574	0.2796579094
575	0.2796052637
576	0.279474181
577	0.2794217101
578	0.2793480274
579	0.2793038123
580	0.2792221283
581	0.2791479294
582	0.2790467156
583	0.2789684615
584	0.2788661438
585	0.2787776562
586	0.2787055547
587	0.2786804237
588	0.2785898258
589	0.2784937029
590	0.2784043531
591	0.2783383643
592	0.2782578967
593	0.2781714408
594	0.2781351038
595	0.2780409669
596	0.2780216001
597	0.2779301272
598	0.2778743566
599	0.2778315773
600	0.2777580341
601	0.2777049556
602	0.2776298464
603	0.2775344942
604	0.2774702591
605	0.277387239
606	0.2773196982
607	0.2772757588
608	0.2771991622
609	0.2771051355
610	0.2770403115
611	0.2769503224
612	0.2769026962
613	0.2768339213
614	0.276784308
615	0.27671339
616	0.2766444698
617	0.2765650321
618	0.2764816413
619	0.2764300115
620	0.2763413996
621	0.2762542962
622	0.2761922721
623	0.276140586
624	0.2760755203
625	0.2760048511
626	0.2759113265
627	0.2758802752
628	0.2757803282
629	0.2756607072
630	0.2755908004
631	0.2754950717
632	0.2754372002
633	0.2753785111
634	0.2753212731
635	0.275259052
636	0.2751515859
637	0.2750565786
638	0.2749690493
639	0.2748776479
640	0.2747988988
641	0.2747103127
642	0.2746897213
643	0.2746638395
644	0.2746065581
645	0.2745064281
646	0.2744260063
647	0.27436876
648	0.2742797657
649	0.2742273054
650	0.2741767431
651	0.2741073923
652	0.2740311898
653	0.2739371421
654	0.273877362
655	0.2738051068
656	0.273726827
657	0.2736647736
658	0.2736280683
659	0.273531963
660	0.2734632023
661	0.2733804743
662	0.2733160444
663	0.2732317726
664	0.2731483443
665	0.2730852423
666	0.2729956344
667	0.272923378
668	0.2728770281
669	0.2728443674
670	0.2727826143
671	0.2727201363
672	0.2726594191
673	0.2725907674
674	0.2724820403
675	0.2723765098
676	0.2722973137
677	0.2721977586
678	0.2721271843
679	0.2720493127
680	0.2719465938
681	0.2718729908
682	0.2717800363
683	0.2717187044
684	0.2716531402
685	0.27157256
686	0.2715393937
687	0.2714519677
688	0.2713816351
689	0.2713160779
690	0.2712324724
691	0.271141525
692	0.271031443
693	0.2709224039
694	0.2708447481
695	0.2707282121
696	0.2706697236
697	0.2705859587
698	0.2705522493
699	0.2704824363
700	0.2704368981
701	0.2703756588
702	0.2702946282
703	0.2701737274
704	0.2701091203
705	0.2700454306
706	0.2699883967
707	0.2698737716
708	0.2698061135
709	0.2697314336
710	0.2697062299
711	0.2696109434
712	0.2695903673
713	0.269524132
714	0.2694222989
715	0.2693708744
716	0.2693258616
717	0.2692499278
718	0.2691856046
719	0.2691446377
720	0.2691344394
721	0.2690937106
722	0.269016321
723	0.2689268351
724	0.2688647982
725	0.2687841864
726	0.2687256345
727	0.2686734546
728	0.2686269838
729	0.26854379
730	0.2684642644
731	0.2683909992
732	0.268314527
733	0.2682444888
734	0.2681927593
735	0.2681510404
736	0.2680446489
737	0.2679797216
738	0.2679025479
739	0.2678331948
740	0.2677453476
741	0.2676485948
742	0.2676035434
743	0.2675423217
744	0.2674661087
745	0.2674248931
746	0.2673689571
747	0.2673366073
748	0.2672917987
749	0.2672117569
750	0.2671577482
751	0.2670847317
752	0.2670418304
753	0.2669493287
754	0.2668880507
755	0.2668036195
756	0.2667334323
757	0.2666473741
758	0.2665570014
759	0.2665025798
760	0.2664499447
761	0.2663916732
762	0.2663206438
763	0.266247896
764	0.2661646635
765	0.2661440921
766	0.2660937538
767	0.2660192792
768	0.2659470264
769	0.2658752134
770	0.2658316341
771	0.2657834906
772	0.2656963168
773	0.2656211947
774	0.2655784788
775	0.2655010118
776	0.2654339003
777	0.2653631536
778	0.2653063637
779	0.2652538799
780	0.2651852236
781	0.265116884
782	0.2650397736
783	0.2649566409
784	0.2648993582
785	0.2648448322
786	0.2647739026
787	0.2647211889
788	0.264661037
789	0.2645923349
790	0.2645182744
791	0.2644387535
792	0.2643638543
793	0.2642977692
794	0.2642418203
795	0.2642086986
796	0.2641367543
797	0.2640691337
798	0.2639954158
799	0.2639546952
800	0.2638662744
801	0.2637954304
802	0.2637159563
803	0.2636475874
804	0.2635602822
805	0.2635250103
806	0.263500101
807	0.2634612537
808	0.2633765585
809	0.263320334
810	0.2632491216
811	0.2631779304
812	0.2630675258
813	0.2630526283
814	0.2629904155
815	0.2629155221
816	0.2628847512
817	0.2628163318
818	0.2627974237
819	0.2627107367
820	0.2626427267
821	0.2625565359
822	0.2624664576
823	0.2623757131
824	0.2623034169
825	0.2622301916
826	0.2621593182
827	0.2620911041
828	0.2620373535
829	0.2619519111
830	0.2619209184
831	0.2618783608
832	0.2618161831
833	0.2617402083
834	0.2616792564
835	0.2615917471
836	0.2615131857
837	0.2614139742
838	0.2613483021
839	0.2612625729
840	0.2612207373
841	0.2611748108
842	0.2611055456
843	0.2610413632
844	0.2609790794
845	0.2608990699
846	0.2607988648
847	0.2607397822
848	0.2606800515
849	0.2606447966
850	0.2606071962
851	0.2605147297
852	0.2604513033
853	0.2603899292
854	0.260348764
855	0.2602777792
856	0.2601927468
857	0.2601388354
858	0.2600712266
859	0.2599902839
860	0.2599275303
861	0.2598502803
862	0.2597977279
863	0.2597198897
864	0.2596486286
865	0.2595529926
866	0.2594913873
867	0.259426612
868	0.2593627351
869	0.2592735513
870	0.2592223034
871	0.2591153223
872	0.2590575517
873	0.2590063372
874	0.2589873892
875	0.2589163469
876	0.2588787419
877	0.2587927095
878	0.2586873625
879	0.258616892
880	0.2585506246
881	0.2584747875
882	0.2584084585
883	0.2583742007
884	0.2583440878
885	0.2583043179
886	0.2582330399
887	0.2581832822
888	0.258103685
889	0.2580477948
890	0.2579658075
891	0.2578941324
892	0.2578407935
893	0.2577639858
894	0.2577338066
895	0.2576845557
896	0.2576014435
897	0.2575447639
898	0.2574947259
899	0.2574449178
900	0.2573726098
901	0.2573173518
902	0.2572676329
903	0.2572139573
904	0.2571582008
905	0.2570851884
906	0.2570134124
907	0.2569452288
908	0.2568793877
909	0.2567843928
910	0.2567160514
911	0.256616447
912	0.2565553725
913	0.2564814909
914	0.2563935018
915	0.2563205798
916	0.2562622924
917	0.2562133835
918	0.2561591718
919	0.2561019514
920	0.2560536753
921	0.2559714869
922	0.2559360267
923	0.2558799828
924	0.255789145
925	0.255712942
926	0.2556619527
927	0.255576129
928	0.2555251098
929	0.255460752
930	0.2553869455
931	0.2553309925
932	0.2552861205
933	0.2551726773
934	0.2551342758
935	0.2550589009
936	0.2550008898
937	0.2549559862
938	0.2548787872
939	0.2548133702
940	0.254745145
941	0.2546597665
942	0.2545661181
943	0.2545138103
944	0.2544721842
945	0.2544205039
946	0.2543471772
947	0.2542754199
948	0.2542171109
949	0.2541406932
950	0.2540649201
951	0.2539999394
952	0.2539527636
953	0.2538769653
954	0.2538159982
955	0.2537383541
956	0.2536842527
957	0.2536353637
958	0.2535843433
959	0.2535539934
960	0.2535009736
961	0.2534601322
962	0.2534026232
963	0.2533196852
964	0.2532839646
965	0.2532314885
966	0.2531725401
967	0.2531130581
968	0.2530579596
969	0.2530141164
970	0.252950178
971	0.2528835803
972	0.2528369606
973	0.252770896
974	0.2526900361
975	0.252603403
976	0.2525626865
977	0.2525099846
978	0.2524429095
979	0.2523739734
980	0.2523135523
981	0.2522590069
982	0.2522335135
983	0.2522049783
984	0.2521356956
985	0.2520888535
986	0.2520357105
987	0.2519631867
988	0.2519029187
989	0.2518544543
990	0.251799584
991	0.2517443395
992	0.2516921608
993	0.2516629752
994	0.2515950226
995	0.2514996376
996	0.2514281232
997	0.2513605126
998	0.2512673159
999	0.2511861626
